1364603146 0 0 0 0 0
1364690436 0 323 0 0 0
1364690644 0 326 0 0 0
1364690901 0 326 0 0 0
1364691582 0 326 0 0 0
1364976824 0 326 0 0 0
1364976848 0 326 0 0 0
1364978497 0 326 0 0 0
1365247737 32 326 0 0 0
1365263081 32 326 0 0 0
1365267096 32 439 0 0 0
1365268189 32 439 0 0 0
1365268438 32 439 0 0 0
1365286858 32 515 0 0 0
1365414293 32 677 0 0 0
1365414842 32 677 0 0 0
1365415087 32 677 0 0 0
1365415607 32 677 0 0 0
1365449413 32 796 0 0 0
1365502698 32 920 0 0 0
1365502775 32 920 0 0 0
1365539630 32 951 0 0 0
1366383246 32 1269 0 0 0
1366413502 32 1415 0 0 0
1366464789 32 3395 0 0 0
1366469749 32 3442 0 0 0
1366559412 32 4144 0 0 0
1366669716 32 4182 0 0 0
1366758743 32 4497 0 0 0
1366790865 32 4497 0 0 0
1366844932 32 4497 0 0 0
1366918739 32 4528 0 0 0
1366923739 32 4539 0 0 0
1367098810 32 5033 0 0 0
1367146905 32 5177 0 0 0
1367234323 32 5206 0 0 0
1367275679 32 5354 0 0 0
1367364031 32 5511 0 0 0
1367421157 32 5988 0 0 0
1367438737 32 6086 0 0 0
1367515925 75 6086 0 0 0
1367518142 75 6106 0 0 0
1367590151 75 6171 0 0 0
1367685034 75 7031 0 0 0
1367685748 75 7031 0 0 0
1367751985 75 7094 0 0 0
1367787139 75 10001 0 0 0
1367789881 75 10001 0 0 0
1367926362 75 12736 0 0 0
1367955700 75 13095 0 0 0
1367958883 75 13095 0 0 0
1367959027 75 13095 0 0 0
1368001282 75 13100 0 0 0
1368017586 75 13106 0 0 0
1368111536 75 13433 0 0 0
1368144045 75 13605 0 0 0
1368217135 75 13605 0 0 0
1368273647 75 13794 0 0 0
1368309486 75 13794 0 0 0
1368488147 75 13935 0 0 0
1368521620 75 13935 0 0 0
1368521966 75 13935 0 0 0
1368522612 75 13957 0 0 0
1368523421 75 13957 0 0 0
1368532319 75 14291 0 0 0
1368561462 75 14562 0 0 0
1368697532 75 14562 0 0 0
1368736744 75 14562 0 0 0
1368737274 81 14562 0 0 0
1368737862 81 14562 0 0 0
1368738325 81 14562 0 0 0
1368738653 81 14562 0 0 0
1368778063 81 14562 0 0 0
1368778077 81 14562 0 0 0
1368778122 82 14562 0 0 0
1368778288 82 14562 0 0 0
1368796375 82 14586 0 0 0
1368811992 82 14778 0 0 0
1368832627 82 14954 0 0 0
1368881054 82 15193 0 0 0
1368888548 82 15219 0 0 0
1368894074 82 15253 0 0 0
1368973777 82 15253 0 0 0
1369074674 82 15563 0 0 0
1369080114 82 15563 0 0 0
1369083983 82 15563 0 0 0
1369085981 257 15563 0 0 0
1369086010 257 15563 0 0 0
1369090214 257 15563 0 0 0
1369125965 312 15563 0 0 0
1369128464 461 15563 0 0 0
1369128484 461 15563 0 0 0
1369129040 461 15563 0 0 0
1369130281 624 15563 0 0 0
1369130696 624 15563 0 0 0
1369142200 645 15563 0 0 0
1369142674 645 15563 0 0 0
1369145193 645 15563 0 0 0
1369145586 645 15642 0 0 0
1369153982 740 15642 0 0 0
1369160383 740 15680 0 0 0
1369161900 740 15797 0 0 0
1369256696 810 15797 0 0 0
1369262852 851 15797 0 0 0
1369263203 863 15797 0 0 0
1369263529 863 15797 0 0 0
1369292097 863 15797 0 0 0
1369293330 868 15797 0 0 0
1369302410 868 15797 0 0 0
1369302455 868 15797 0 0 0
1369303032 868 15797 0 0 0
1369312608 868 15809 0 0 0
1369318230 889 15809 0 0 0
1369318258 891 15809 0 0 0
1369332781 891 15809 0 0 0
1369332804 891 15809 0 0 0
1369332819 899 15809 0 0 0
1369346224 899 15956 0 0 0
1369385805 899 15956 0 0 0
1369390037 899 15956 0 0 0
1369390058 899 15956 0 0 0
1369396902 899 15956 0 0 0
1369401694 899 16240 0 0 0
1369428842 899 16240 0 0 0
1369430416 899 16419 0 0 0
1369436166 899 16465 0 0 0
1369482486 899 16516 0 0 0
1369502892 899 18221 0 0 0
1369561262 899 18221 0 0 0
1369565480 899 18343 0 0 0
1369571430 899 18348 0 0 0
1369654650 899 18362 0 0 0
1369654950 899 18362 0 0 0
1369655125 899 18364 0 0 0
1369681999 899 18455 0 0 0
1369692694 899 18487 0 0 0
1369739682 899 18487 0 0 0
1369760428 899 18875 0 0 0
1369778148 899 18930 0 0 0
1369865758 899 19013 0 0 0
1369924327 899 19177 0 0 0
1370009628 899 19246 0 0 0
1370106565 899 19614 0 0 0
1370171699 899 19815 0 0 0
1370175619 969 19815 0 0 0
1370175955 969 19815 0 0 0
1370180015 969 19815 0 0 0
1370292256 969 20098 0 0 0
1370354755 969 20109 0 0 0
1370356659 969 20132 0 0 0
1370513877 969 20141 0 0 0
1370551847 969 20155 0 0 0
1370557464 969 20457 0 0 0
1370703619 969 20524 0 0 0
1370706746 981 20524 0 0 0
1370707137 981 20524 0 0 0
1370710479 1008 20524 0 0 0
1370792098 1008 20638 0 0 0
1370814171 1008 20755 0 0 0
1370905297 1008 20959 0 0 0
1370958463 1008 20959 0 0 0
1372318525 1008 20959 0 0 0
1372532050 1008 21148 0 0 0
1373566540 1008 21187 0 0 0
1373670262 1008 21355 0 0 0
1373814721 1008 21517 0 0 0
1373883210 1008 21517 0 0 0
1373993334 1008 21750 0 0 0
1373993554 1008 21750 0 0 0
1374010829 1008 21969 0 0 0
1374054605 1008 22986 0 0 0
1374177862 1008 23148 0 0 0
