1364603146 0
1364690436 127
1364690644 121
1364690901 121
1364691582 121
1364919292 121
1364919410 151
1364919697 151
1364976824 121
1364976848 121
1364978497 121
1365247737 121
1365263081 151
1365267096 169
1365268189 169
1365268438 169
1365286858 243
1365414293 334
1365414842 334
1365415087 334
1365415607 334
1365449413 334
1365502775 456
1365539630 475
1366383246 752
1366413502 852
1366464789 2811
1366469749 2822
1366559412 3199
1366669716 3227
1366758743 3491
1366790865 3491
1366844932 3491
1366918739 3491
1366923739 3496
1367098810 3919
1367146905 3992
1367234323 4005
1367275679 4082
1367364031 4225
1367421157 4600
1367438737 4668
1367515925 4669
1367518142 4668
1367590151 4698
1367685034 5096
1367685748 5096
1367751985 5091
1367787139 5100
1367789881 5100
1367926362 5455
1367955700 5634
1367959027 5634
1368001282 5634
1368017586 5634
1368111536 5911
1368144045 6028
1368217135 6028
1368273647 5994
1368309486 5994
1368488147 6027
1368521966 6027
1368522612 6033
1368523421 6033
1368532319 6035
1368561462 6232
1368697532 6232
1368736744 6232
1368737274 6232
1368737862 6232
1368738325 6232
1368738653 6232
1368778063 6232
1368778077 6232
1368778122 6230
1368778288 6230
1368796375 6171
1368811992 6324
1368832627 6464
1368881054 6607
1368888548 6619
1368894074 6621
1368973777 6621
1369080114 6621
1369083983 6621
1369085981 6654
1369086010 6654
1369125965 6686
1369128464 6833
1369128484 7109
1369129040 7109
1369130281 7126
1369130696 7126
1369142200 7127
1369142674 7127
1369145193 7127
1369145586 7188
1369153982 7168
1369160383 7193
1369161900 7221
1369256696 7162
1369262852 7185
1369263203 7193
1369263529 7193
1369292097 7193
1369293330 7193
1369302410 7193
1369302455 7193
1369303032 7193
1369312608 7198
1369318230 7181
1369318258 7099
1369332781 7099
1369332804 7099
1369332819 7105
1369346224 7231
1369385805 7231
1369390037 7231
1369390058 7231
1369396902 7231
1369428842 7212
1369561262 7447
1369565480 7491
1369571430 7489
1369654650 7499
1369654950 7499
1369655125 7499
1369681999 7553
1369692694 7571
1369739682 7571
1369760428 7743
1369778148 7784
1369865758 7801
1369924327 7903
1370009628 7946
1370106565 8146
1370171699 8343
1370175619 8411
1370175955 8411
1370180015 8411
1370292256 8513
1370354755 8518
1370356659 8517
1370513877 8522
1370551847 8535
1370557464 8602
1370703619 8635
1370706746 8643
1370707137 8643
1370710479 8661
1370792098 8705
1370814171 8808
1370905297 8897
1370958463 8897
1372318525 8897
1372532050 9015
1373566540 9028
1373670262 9153
1373814721 9301
1373883210 9301
1373993334 9385
1373993554 9385
1374010829 9450
1374054605 9525
1374177862 9629
1374318460 9699
1374318487 9717
1374322981 9717
1374326913 9558
1374332300 9717
1374343450 9562
1374358498 9562
1374358576 9562
1374358678 9562
1374365163 9578
1374398611 9618
1374486332 9599
1374488797 9631
1374511009 9637
1374579452 9732
1374599320 9994
1374623871 10114
1374660655 10176
1374692153 10244
1374745463 10246
1374763617 10307
1374767662 10272
1374770426 10317
1374846694 10355
1374846887 10328
1374847134 10328
1374857402 10324
1374859777 10324
1374870427 10324
1374872979 10324
1374877316 10515
1374877845 10541
1374879525 10541
1374881381 10545
1374944851 10649
1374959755 10659
1375001457 10664
1375001469 10668
1375010921 10668
1375015100 10670
1375015375 10670
1375016360 10707
1375092484 10770
1375101474 10809
1375105476 10852
1375180762 10866
1375217450 10987
1375219301 10987
1375291739 11087
1375311161 11098
1375356349 11261
1375474760 11263
1375538279 11267
1375994032 11267
1376000597 11306
1376001792 11304
1376003841 11305
1376003905 11305
1376043053 12886
1376047256 12960
1376047340 12960
1376061275 12960
1376063338 12971
1376063360 12970
1376063371 12970
1376219636 14981
1376220933 28935
1376221871 28942
1376223787 28973
1376233117 29027
1376247974 29027
1376422077 29071
1376425814 29073
1376479534 29073
1376480728 29073
1376480747 29073
1376480774 29413
1376481402 29413
1376482011 29414
1376489750 29414
1376554549 29445
1376682041 30492
1376825773 30507
1376834295 30533
1376835327 30529
1376902779 30529
1376909779 30531
1376927186 30596
1376997280 30606
1376998587 30606
1376999212 31168
1376999622 31168
1377000150 31171
1377005955 31171
1377006044 31171
1377006105 31172
1377006405 31172
1377026618 31204
1377027616 31204
1377030652 31246
1377031148 31246
1377077103 31246
1377081945 31386
1377089529 31410
1377089933 31410
1377091360 31428
1377157797 31494
1377157900 31492
1377171249 31494
1377175649 31529
1377177601 31533
1377255456 31565
1377272742 31565
1377272863 31565
1377274727 31565
1377274747 31602
1377281558 31634
1377282973 31671
1377284419 31682
1377284513 31682
1377289285 31676
1377294759 31676
1377295243 31676
1377295472 31676
1377297148 31676
1377297713 31692
1377298932 31692
1377337010 31692
1377341366 31812
1377341473 31812
1377348878 31874
1377353048 32014
1377357030 32014
1377367118 32422
1377371933 32422
1377372513 32422
1377374531 32434
1377374886 32434
1377375182 32434
1377377020 32434
1377379917 32434
1377420158 32434
1377622928 32435
1377622948 32470
1377626978 32470
1377627362 32470
1377627663 32470
1377637339 32470
1377637376 32470
1377637915 32470
1377638102 32470
1377639500 32470
1377640567 32470
1377641382 32473
1377642751 32473
1377643851 32473
1377687294 32473
1377691910 32474
1377774167 32681
1377775214 32692
1377789013 32729
1377792285 34094
1377895537 34094
1377895551 34376
1377939417 34384
1378107150 34384
1378112374 34384
1378123129 34466
1378123293 34518
1378133038 34518
1378150344 34562
1378205078 34557
1378205092 34559
1378234423 34560
1378234476 34634
1378236005 34634
1378236100 34650
1378236120 34812
1378286065 34812
1378288465 34817
1378288533 34817
1378297757 34817
1378303047 34799
1378303081 34830
1378306454 34834
1378307693 34834
1378315631 34853
1378316755 34853
1378330063 34853
1378334939 34853
1378335912 34856
1378336298 34856
1378336430 34856
1378336587 34856
1378336707 34856
1378336817 34856
1378337058 34856
1378337426 34873
1378338780 34873
1378339144 34873
1378339892 34873
1378382587 34890
1378389054 34915
1378390890 34915
1378488168 34945
1378716983 34945
1378717058 34945
1378718967 34957
1378721545 34957
1378721594 34957
1378725369 34953
1378725376 34953
1378726861 34953
1378729019 34953
1378729074 34953
1378734038 34959
1378816489 34990
